id,place,receive_time,sensor_num,in1,out1,state1,in2,out2,state2,processed_per_chunk
0,1,2021-01-15 09:00:00.144,2,508,73,0,73,508,0,True
1,1,2021-01-15 09:00:01.146,2,508,73,0,73,508,0,True
2,1,2021-01-15 09:00:02.161,2,508,73,0,73,508,0,True
3,1,2021-01-15 09:00:03.176,2,508,73,0,73,508,0,True
4,1,2021-01-15 09:00:04.192,2,508,73,0,73,508,0,True
5,1,2021-01-15 09:00:05.207,2,508,73,0,73,508,0,True
6,1,2021-01-15 09:00:06.222,2,508,73,0,73,508,0,True
7,1,2021-01-15 09:00:07.238,2,508,73,0,73,508,0,True
8,1,2021-01-15 09:00:08.253,2,508,73,0,73,508,0,True
9,1,2021-01-15 09:00:09.269,2,508,73,0,73,508,0,True
10,1,2021-01-15 09:00:10.284,2,508,73,0,73,508,0,True
11,1,2021-01-15 09:00:11.3,2,508,73,0,73,508,0,True
12,1,2021-01-15 09:00:12.315,2,508,73,0,73,508,0,True
13,1,2021-01-15 09:00:13.33,2,508,73,0,73,508,0,True
14,1,2021-01-15 09:00:14.346,2,508,73,0,73,508,0,True
15,1,2021-01-15 09:00:15.347,2,508,73,0,73,508,0,True
16,1,2021-01-15 09:00:16.363,2,508,73,0,73,508,0,True
17,1,2021-01-15 09:00:17.378,2,508,73,0,73,508,0,True
18,1,2021-01-15 09:00:18.393,2,508,73,0,73,508,0,True
19,1,2021-01-15 09:00:19.409,2,508,73,0,73,508,0,True
20,1,2021-01-15 09:00:20.424,2,508,73,0,73,508,0,True
21,1,2021-01-15 09:00:21.44,2,508,73,0,73,508,0,True
22,1,2021-01-15 09:00:22.455,2,508,73,0,73,508,0,True
23,1,2021-01-15 09:00:23.47,2,508,73,0,73,508,0,True
24,1,2021-01-15 09:00:24.486,2,508,73,0,73,508,0,True
25,1,2021-01-15 09:00:25.501,2,508,73,0,73,508,0,True
26,1,2021-01-15 09:00:26.517,2,508,73,0,73,508,0,True
27,1,2021-01-15 09:00:27.532,2,508,73,0,73,508,0,True
28,1,2021-01-15 09:00:28.547,2,508,73,0,73,508,0,True
29,1,2021-01-15 09:00:29.563,2,508,73,0,73,508,0,True
30,1,2021-01-15 09:00:30.564,2,508,73,0,73,508,0,True
31,1,2021-01-15 09:00:31.579,2,508,73,0,73,508,0,True
32,1,2021-01-15 09:00:32.595,2,508,73,0,73,508,0,True
33,1,2021-01-15 09:00:33.61,2,508,73,0,73,508,0,True
34,1,2021-01-15 09:00:34.626,2,508,73,0,73,508,0,True
35,1,2021-01-15 09:00:35.641,2,508,73,0,73,508,0,True
36,1,2021-01-15 09:00:36.656,2,508,73,0,73,508,0,True
37,1,2021-01-15 09:00:37.672,2,508,73,0,73,508,0,True
38,1,2021-01-15 09:00:38.687,2,508,73,0,73,508,0,True
39,1,2021-01-15 09:00:39.702,2,508,73,0,73,508,0,True
40,1,2021-01-15 09:00:40.718,2,508,73,0,73,508,0,True
41,1,2021-01-15 09:00:41.733,2,508,73,0,73,508,0,True
42,1,2021-01-15 09:00:42.749,2,508,73,0,73,508,0,True
43,1,2021-01-15 09:00:43.764,2,508,73,1,73,508,1,True
44,1,2021-01-15 09:00:44.779,2,508,73,1,73,508,1,True
45,1,2021-01-15 09:00:45.78,2,508,73,1,73,508,1,True
46,1,2021-01-15 09:00:46.796,2,508,73,1,73,508,1,True
47,1,2021-01-15 09:00:47.811,2,508,73,1,73,508,1,True
48,1,2021-01-15 09:00:48.827,2,508,73,1,73,508,1,True
49,1,2021-01-15 09:00:49.842,2,508,73,1,73,508,1,True
50,1,2021-01-15 09:00:50.858,2,508,73,1,73,508,1,True
51,1,2021-01-15 09:00:51.873,2,508,73,1,73,508,1,True
52,1,2021-01-15 09:00:52.888,2,508,73,1,73,508,1,True
53,1,2021-01-15 09:00:53.904,2,508,73,1,73,508,1,True
54,1,2021-01-15 09:00:54.919,2,508,73,1,73,508,1,True
55,1,2021-01-15 09:00:55.934,2,508,73,1,73,508,1,True
56,1,2021-01-15 09:00:56.95,2,508,73,0,73,508,0,True
57,1,2021-01-15 09:00:57.965,2,508,73,1,73,508,1,True
58,1,2021-01-15 09:00:58.981,2,508,73,1,73,508,1,True
59,1,2021-01-15 09:00:59.996,2,508,73,1,73,508,1,True
60,1,2021-01-15 09:01:00.997,2,508,73,2,73,508,2,True
61,1,2021-01-15 09:01:02.013,2,508,73,2,73,508,2,True
62,1,2021-01-15 09:01:03.028,2,508,73,2,73,508,2,True
63,1,2021-01-15 09:01:04.044,2,508,73,2,73,508,2,True
64,1,2021-01-15 09:01:05.059,2,508,73,2,73,508,2,True
65,1,2021-01-15 09:01:06.074,2,509,73,2,73,509,2,True
66,1,2021-01-15 09:01:07.09,2,509,73,2,73,509,2,True
67,1,2021-01-15 09:01:08.105,2,509,73,2,73,509,2,True
68,1,2021-01-15 09:01:09.12,2,510,73,1,73,510,1,True
69,1,2021-01-15 09:01:10.136,2,510,73,1,73,510,1,True
70,1,2021-01-15 09:01:11.151,2,510,73,1,73,510,1,True
71,1,2021-01-15 09:01:12.167,2,510,73,2,73,510,2,True
72,1,2021-01-15 09:01:13.182,2,510,73,2,73,510,2,True
73,1,2021-01-15 09:01:14.197,2,510,73,2,73,510,2,True
74,1,2021-01-15 09:01:15.199,2,510,73,2,73,510,2,True
75,1,2021-01-15 09:01:16.214,2,511,73,1,73,511,1,True
76,1,2021-01-15 09:01:17.229,2,511,73,1,73,511,1,True
77,1,2021-01-15 09:01:18.245,2,511,73,2,73,511,2,True
78,1,2021-01-15 09:01:19.26,2,511,73,2,73,511,2,True
79,1,2021-01-15 09:01:20.275,2,511,73,2,73,511,2,True
80,1,2021-01-15 09:01:21.291,2,511,73,2,73,511,2,True
81,1,2021-01-15 09:01:22.306,2,512,73,2,73,512,2,True
82,1,2021-01-15 09:01:23.322,2,512,73,2,73,512,2,True
83,1,2021-01-15 09:01:24.337,2,512,73,2,73,512,2,True
84,1,2021-01-15 09:01:25.352,2,512,73,3,73,512,3,True
85,1,2021-01-15 09:01:26.368,2,513,73,2,73,513,2,True
86,1,2021-01-15 09:01:27.383,2,513,73,2,73,513,2,True
87,1,2021-01-15 09:01:28.398,2,513,73,3,73,513,3,True
88,1,2021-01-15 09:01:29.414,2,513,73,3,73,513,3,True
89,1,2021-01-15 09:01:30.415,2,513,73,3,73,513,3,True
90,1,2021-01-15 09:01:31.431,2,514,73,2,73,514,2,True
91,1,2021-01-15 09:01:32.446,2,514,73,2,73,514,2,True
92,1,2021-01-15 09:01:33.461,2,514,73,2,73,514,2,True
93,1,2021-01-15 09:01:34.477,2,515,73,1,73,515,1,True
94,1,2021-01-15 09:01:35.492,2,515,73,1,73,515,1,True
95,1,2021-01-15 09:01:36.508,2,515,73,1,73,515,1,True
96,1,2021-01-15 09:01:37.523,2,515,73,1,73,515,1,True
97,1,2021-01-15 09:01:38.538,2,515,74,0,74,515,0,True
98,1,2021-01-15 09:01:39.554,2,515,74,0,74,515,0,True
99,1,2021-01-15 09:01:40.569,2,515,74,0,74,515,0,True
100,1,2021-01-15 09:01:41.585,2,515,74,1,74,515,1,True
101,1,2021-01-15 09:01:42.6,2,515,74,1,74,515,1,True
102,1,2021-01-15 09:01:43.615,2,515,74,1,74,515,1,True
103,1,2021-01-15 09:01:44.631,2,515,74,1,74,515,1,True
104,1,2021-01-15 09:01:45.637,2,515,74,1,74,515,1,True
105,1,2021-01-15 09:01:46.653,2,515,74,1,74,515,1,True
106,1,2021-01-15 09:01:47.668,2,515,74,1,74,515,1,True
107,1,2021-01-15 09:01:48.683,2,515,74,1,74,515,1,True
108,1,2021-01-15 09:01:49.699,2,515,74,1,74,515,1,True
109,1,2021-01-15 09:01:50.714,2,515,75,0,75,515,0,True
110,1,2021-01-15 09:01:51.73,2,515,75,0,75,515,0,True
111,1,2021-01-15 09:01:52.745,2,515,75,0,75,515,0,True
112,1,2021-01-15 09:01:53.76,2,515,75,0,75,515,0,True
113,1,2021-01-15 09:01:54.775,2,515,75,0,75,515,0,True
114,1,2021-01-15 09:01:55.791,2,515,75,0,75,515,0,True
115,1,2021-01-15 09:01:56.806,2,515,75,0,75,515,0,True
116,1,2021-01-15 09:01:57.822,2,515,75,0,75,515,0,True
117,1,2021-01-15 09:01:58.837,2,515,75,0,75,515,0,True
118,1,2021-01-15 09:01:59.853,2,515,75,0,75,515,0,True
119,1,2021-01-15 09:02:00.854,2,515,75,0,75,515,0,True
120,1,2021-01-15 09:02:02.885,1,515,75,0,75,515,0,True
121,1,2021-01-15 09:02:03.9,1,515,75,0,75,515,0,True
122,1,2021-01-15 09:02:04.916,1,515,75,0,75,515,0,True
123,1,2021-01-15 09:02:05.931,1,515,75,0,75,515,0,True
124,1,2021-01-15 09:02:06.946,1,515,75,1,75,515,1,True
125,1,2021-01-15 09:02:07.962,1,515,75,1,75,515,1,True
126,1,2021-01-15 09:02:08.977,2,515,75,2,75,515,2,True
127,1,2021-01-15 09:02:09.992,2,515,75,2,75,515,2,True
128,1,2021-01-15 09:02:11.008,2,515,75,3,75,515,3,True
129,1,2021-01-15 09:02:12.023,2,515,75,2,75,515,2,True
130,1,2021-01-15 09:02:13.038,2,515,75,2,75,515,2,True
131,1,2021-01-15 09:02:14.054,2,516,75,1,75,516,1,True
132,1,2021-01-15 09:02:15.069,2,516,75,1,75,516,1,True
133,1,2021-01-15 09:02:16.071,2,516,75,1,75,516,1,True
134,1,2021-01-15 09:02:17.086,2,516,75,2,75,516,2,True
135,1,2021-01-15 09:02:18.101,2,516,75,2,75,516,2,True
136,1,2021-01-15 09:02:19.117,2,516,75,2,75,516,2,True
137,1,2021-01-15 09:02:20.132,2,516,75,2,75,516,2,True
138,1,2021-01-15 09:02:21.148,2,517,75,1,75,517,1,True
139,1,2021-01-15 09:02:22.163,2,517,75,1,75,517,1,True
140,1,2021-01-15 09:02:23.178,2,517,75,2,75,517,2,True
141,1,2021-01-15 09:02:24.194,2,517,75,2,75,517,2,True
142,1,2021-01-15 09:02:25.209,2,517,75,2,75,517,2,True
143,1,2021-01-15 09:02:26.224,2,517,75,2,75,517,2,True
144,1,2021-01-15 09:02:27.24,2,517,75,2,75,517,2,True
145,1,2021-01-15 09:02:28.255,2,517,75,3,75,517,3,True
146,1,2021-01-15 09:02:29.271,2,518,75,2,75,518,2,True
147,1,2021-01-15 09:02:30.272,2,518,75,3,75,518,3,True
148,1,2021-01-15 09:02:31.287,2,518,75,3,75,518,3,True
149,1,2021-01-15 09:02:32.303,2,518,75,3,75,518,3,True
150,1,2021-01-15 09:02:33.318,2,519,75,2,75,519,2,True
151,1,2021-01-15 09:02:34.334,2,519,75,2,75,519,2,True
152,1,2021-01-15 09:02:35.349,2,519,75,2,75,519,2,True
153,1,2021-01-15 09:02:36.364,2,520,75,1,75,520,1,True
154,1,2021-01-15 09:02:37.38,2,520,75,2,75,520,2,True
155,1,2021-01-15 09:02:38.395,2,520,75,2,75,520,2,True
156,1,2021-01-15 09:02:39.41,2,520,75,2,75,520,2,True
157,1,2021-01-15 09:02:40.426,2,521,75,1,75,521,1,True
158,1,2021-01-15 09:02:41.441,2,521,75,2,75,521,2,True
159,1,2021-01-15 09:02:42.456,2,521,75,2,75,521,2,True
160,1,2021-01-15 09:02:43.472,2,521,75,2,75,521,2,True
161,1,2021-01-15 09:02:44.487,2,521,75,2,75,521,2,True
162,1,2021-01-15 09:02:45.489,2,521,75,2,75,521,2,True
163,1,2021-01-15 09:02:46.504,2,521,75,2,75,521,2,True
164,1,2021-01-15 09:02:47.519,2,522,75,1,75,522,1,True
165,1,2021-01-15 09:02:48.535,2,522,75,1,75,522,1,True
166,1,2021-01-15 09:02:49.55,2,523,75,0,75,523,0,True
167,1,2021-01-15 09:02:50.566,2,523,75,0,75,523,0,True
168,1,2021-01-15 09:02:51.581,2,523,75,0,75,523,0,True
169,1,2021-01-15 09:02:52.597,2,523,75,0,75,523,0,True
170,1,2021-01-15 09:02:53.612,2,523,75,0,75,523,0,True
171,1,2021-01-15 09:02:54.627,2,523,75,0,75,523,0,True
172,1,2021-01-15 09:02:55.642,2,523,75,0,75,523,0,True
173,1,2021-01-15 09:02:56.658,2,523,75,0,75,523,0,True
174,1,2021-01-15 09:02:57.673,2,523,75,0,75,523,0,True
175,1,2021-01-15 09:02:58.689,2,523,75,0,75,523,0,True
176,1,2021-01-15 09:02:59.704,2,523,75,0,75,523,0,True
177,1,2021-01-15 09:03:00.705,2,523,75,0,75,523,0,True
178,1,2021-01-15 09:03:01.721,2,523,75,0,75,523,0,True
179,1,2021-01-15 09:03:02.736,2,523,75,0,75,523,0,True
180,1,2021-01-15 09:03:03.751,2,523,75,0,75,523,0,True
181,1,2021-01-15 09:03:04.767,2,523,75,0,75,523,0,True
182,1,2021-01-15 09:03:05.782,2,523,75,0,75,523,0,True
183,1,2021-01-15 09:03:06.797,2,523,75,0,75,523,0,True
184,1,2021-01-15 09:03:07.813,2,523,75,0,75,523,0,True
185,1,2021-01-15 09:03:08.828,2,523,75,0,75,523,0,True
186,1,2021-01-15 09:03:09.844,2,523,75,0,75,523,0,True
187,1,2021-01-15 09:03:10.859,2,523,75,0,75,523,0,True
188,1,2021-01-15 09:03:11.874,2,523,75,0,75,523,0,True
189,1,2021-01-15 09:03:12.89,2,523,75,0,75,523,0,True
190,1,2021-01-15 09:03:13.905,2,523,75,0,75,523,0,True
191,1,2021-01-15 09:03:14.921,2,523,75,0,75,523,0,True
192,1,2021-01-15 09:03:15.922,2,523,75,0,75,523,0,True
193,1,2021-01-15 09:03:16.937,2,523,75,0,75,523,0,True
194,1,2021-01-15 09:03:17.952,2,523,75,0,75,523,0,True
195,1,2021-01-15 09:03:18.968,2,523,75,2,75,523,2,True
196,1,2021-01-15 09:03:19.983,2,523,75,2,75,523,2,True
197,1,2021-01-15 09:03:20.999,2,523,75,2,75,523,2,True
198,1,2021-01-15 09:03:22.014,2,523,75,2,75,523,2,True
199,1,2021-01-15 09:03:23.029,2,523,75,2,75,523,2,True
200,1,2021-01-15 09:03:24.045,2,523,75,2,75,523,2,True
201,1,2021-01-15 09:03:25.06,2,523,75,2,75,523,2,True
202,1,2021-01-15 09:03:26.076,2,523,75,2,75,523,2,True
203,1,2021-01-15 09:03:27.091,2,523,75,2,75,523,2,True
204,1,2021-01-15 09:03:28.106,2,523,75,3,75,523,3,True
205,1,2021-01-15 09:03:29.122,2,524,75,2,75,524,2,True
206,1,2021-01-15 09:03:30.137,2,524,76,1,76,524,1,True
207,1,2021-01-15 09:03:31.138,2,524,76,1,76,524,1,True
208,1,2021-01-15 09:03:32.153,2,524,76,1,76,524,1,True
209,1,2021-01-15 09:03:33.169,2,524,76,1,76,524,1,True
210,1,2021-01-15 09:03:34.184,2,524,76,1,76,524,1,True
211,1,2021-01-15 09:03:35.199,2,524,76,1,76,524,1,True
212,1,2021-01-15 09:03:36.215,2,524,76,1,76,524,1,True
213,1,2021-01-15 09:03:37.23,2,524,76,1,76,524,1,True
214,1,2021-01-15 09:03:38.246,2,525,76,0,76,525,0,True
215,1,2021-01-15 09:03:39.261,2,525,76,0,76,525,0,True
216,1,2021-01-15 09:03:40.277,2,525,76,0,76,525,0,True
217,1,2021-01-15 09:03:41.292,2,525,76,0,76,525,0,True
218,1,2021-01-15 09:03:42.307,2,525,76,0,76,525,0,True
219,1,2021-01-15 09:03:43.323,2,525,76,1,76,525,1,True
220,1,2021-01-15 09:03:44.338,2,525,76,1,76,525,1,True
221,1,2021-01-15 09:03:45.34,2,525,76,1,76,525,1,True
222,1,2021-01-15 09:03:46.355,2,525,76,2,76,525,2,True
223,1,2021-01-15 09:03:47.37,2,525,76,2,76,525,2,True
224,1,2021-01-15 09:03:48.386,2,525,76,2,76,525,2,True
225,1,2021-01-15 09:03:49.401,2,525,76,2,76,525,2,True
226,1,2021-01-15 09:03:50.417,2,525,76,2,76,525,2,True
227,1,2021-01-15 09:03:51.432,2,525,76,2,76,525,2,True
228,1,2021-01-15 09:03:52.447,2,525,76,2,76,525,2,True
229,1,2021-01-15 09:03:53.463,2,525,76,2,76,525,2,True
230,1,2021-01-15 09:03:54.478,2,525,76,3,76,525,3,True
231,1,2021-01-15 09:03:55.493,2,526,76,2,76,526,2,True
232,1,2021-01-15 09:03:56.509,2,526,76,2,76,526,2,True
233,1,2021-01-15 09:03:57.524,2,526,76,2,76,526,2,True
234,1,2021-01-15 09:03:58.54,2,526,76,2,76,526,2,True
235,1,2021-01-15 09:03:59.555,2,526,76,2,76,526,2,True
236,1,2021-01-15 09:04:00.563,2,527,76,1,76,527,1,True
237,1,2021-01-15 09:04:01.579,2,527,76,1,76,527,1,True
238,1,2021-01-15 09:04:02.594,2,527,76,1,76,527,1,True
239,1,2021-01-15 09:04:03.609,2,527,76,1,76,527,1,True
240,1,2021-01-15 09:04:04.623,2,527,76,1,76,527,1,True
241,1,2021-01-15 09:04:05.638,2,527,76,1,76,527,1,True
242,1,2021-01-15 09:04:06.653,2,528,76,0,76,528,0,True
243,1,2021-01-15 09:04:07.669,2,528,76,1,76,528,1,True
244,1,2021-01-15 09:04:08.684,2,528,76,1,76,528,1,True
245,1,2021-01-15 09:04:09.699,2,528,76,1,76,528,1,True
246,1,2021-01-15 09:04:10.715,2,528,76,1,76,528,1,True
247,1,2021-01-15 09:04:11.73,2,528,76,1,76,528,1,True
248,1,2021-01-15 09:04:12.746,2,528,76,2,76,528,2,True
249,1,2021-01-15 09:04:13.761,2,528,76,2,76,528,2,True
250,1,2021-01-15 09:04:14.776,2,528,76,2,76,528,2,True
251,1,2021-01-15 09:04:15.778,2,528,76,2,76,528,2,True
252,1,2021-01-15 09:04:16.793,2,528,76,2,76,528,2,True
253,1,2021-01-15 09:04:17.808,2,528,76,2,76,528,2,True
254,1,2021-01-15 09:04:18.824,2,528,76,2,76,528,2,True
255,1,2021-01-15 09:04:19.839,2,528,76,2,76,528,2,True
256,1,2021-01-15 09:04:20.855,2,528,76,2,76,528,2,True
257,1,2021-01-15 09:04:21.87,2,528,76,2,76,528,2,True
258,1,2021-01-15 09:04:22.885,2,528,77,1,77,528,1,True
259,1,2021-01-15 09:04:23.901,2,528,77,1,77,528,1,True
260,1,2021-01-15 09:04:24.916,2,528,77,1,77,528,1,True
261,1,2021-01-15 09:04:25.931,2,528,77,1,77,528,1,True
262,1,2021-01-15 09:04:26.947,2,528,77,1,77,528,1,True
263,1,2021-01-15 09:04:27.962,2,528,77,1,77,528,1,True
264,1,2021-01-15 09:04:28.977,2,528,77,1,77,528,1,True
265,1,2021-01-15 09:04:29.993,2,528,77,2,77,528,2,True
266,1,2021-01-15 09:04:30.994,2,528,77,2,77,528,2,True
267,1,2021-01-15 09:04:32.01,2,528,77,2,77,528,2,True
268,1,2021-01-15 09:04:33.025,2,528,77,2,77,528,2,True
269,1,2021-01-15 09:04:34.041,2,528,77,3,77,528,3,True
270,1,2021-01-15 09:04:35.056,2,528,77,3,77,528,3,True
271,1,2021-01-15 09:04:36.071,2,528,77,3,77,528,3,True
272,1,2021-01-15 09:04:37.087,2,528,78,2,78,528,2,True
273,1,2021-01-15 09:04:38.102,2,528,78,2,78,528,2,True
274,1,2021-01-15 09:04:39.118,2,528,78,2,78,528,2,True
275,1,2021-01-15 09:04:40.133,2,528,78,2,78,528,2,True
276,1,2021-01-15 09:04:41.148,2,528,78,2,78,528,2,True
277,1,2021-01-15 09:04:42.164,2,529,78,1,78,529,1,True
278,1,2021-01-15 09:04:43.179,2,529,78,1,78,529,1,True
279,1,2021-01-15 09:04:44.194,2,529,79,0,79,529,0,True
280,1,2021-01-15 09:04:45.196,2,529,79,0,79,529,0,True
281,1,2021-01-15 09:04:46.211,2,529,79,0,79,529,0,True
282,1,2021-01-15 09:04:47.226,2,529,79,0,79,529,0,True
283,1,2021-01-15 09:04:48.242,2,529,79,0,79,529,0,True
284,1,2021-01-15 09:04:49.257,2,529,79,0,79,529,0,True
285,1,2021-01-15 09:04:50.273,2,529,79,0,79,529,0,True
286,1,2021-01-15 09:04:51.288,2,529,79,0,79,529,0,True
287,1,2021-01-15 09:04:52.303,2,529,79,0,79,529,0,True
288,1,2021-01-15 09:04:53.319,2,529,79,0,79,529,0,True
289,1,2021-01-15 09:04:54.334,2,529,79,0,79,529,0,True
290,1,2021-01-15 09:04:55.349,2,529,79,0,79,529,0,True
291,1,2021-01-15 09:04:56.365,2,529,79,0,79,529,0,True
292,1,2021-01-15 09:04:57.38,2,529,79,1,79,529,1,True
293,1,2021-01-15 09:04:58.396,2,529,79,1,79,529,1,True
294,1,2021-01-15 09:04:59.411,2,529,79,1,79,529,1,True
295,1,2021-01-15 09:05:00.413,2,529,79,1,79,529,1,True
296,1,2021-01-15 09:05:01.429,2,529,79,1,79,529,1,True
297,1,2021-01-15 09:05:02.444,2,529,79,1,79,529,1,True
298,1,2021-01-15 09:05:03.459,2,529,79,1,79,529,1,True
299,1,2021-01-15 09:05:04.475,2,529,79,1,79,529,1,True
300,1,2021-01-15 09:05:05.49,2,529,79,1,79,529,1,True
301,1,2021-01-15 09:05:06.505,2,529,79,2,79,529,2,True
302,1,2021-01-15 09:05:07.521,2,529,79,2,79,529,2,True
303,1,2021-01-15 09:05:08.536,2,529,79,2,79,529,2,True
304,1,2021-01-15 09:05:09.552,2,529,79,3,79,529,3,True
305,1,2021-01-15 09:05:10.567,2,529,79,2,79,529,2,True
306,1,2021-01-15 09:05:11.583,2,529,79,2,79,529,2,True
307,1,2021-01-15 09:05:12.598,2,529,79,3,79,529,3,True
308,1,2021-01-15 09:05:13.613,2,529,79,2,79,529,2,True
309,1,2021-01-15 09:05:14.629,2,529,79,2,79,529,2,True
310,1,2021-01-15 09:05:15.63,2,529,79,2,79,529,2,True
311,1,2021-01-15 09:05:16.645,2,529,79,2,79,529,2,True
312,1,2021-01-15 09:05:17.661,2,529,80,1,80,529,1,True
313,1,2021-01-15 09:05:18.676,2,529,80,2,80,529,2,True
314,1,2021-01-15 09:05:19.692,2,529,80,2,80,529,2,True
315,1,2021-01-15 09:05:20.707,2,529,80,2,80,529,2,True
316,1,2021-01-15 09:05:21.722,2,530,80,1,80,530,1,True
317,1,2021-01-15 09:05:22.738,2,530,80,2,80,530,2,True
318,1,2021-01-15 09:05:23.753,2,530,80,2,80,530,2,True
319,1,2021-01-15 09:05:24.768,2,530,80,2,80,530,2,True
320,1,2021-01-15 09:05:25.784,2,530,80,3,80,530,3,True
321,1,2021-01-15 09:05:26.799,2,530,80,3,80,530,3,True
322,1,2021-01-15 09:05:27.815,2,530,80,3,80,530,3,True
323,1,2021-01-15 09:05:28.83,2,530,80,3,80,530,3,True
324,1,2021-01-15 09:05:29.845,2,531,80,2,80,531,2,True
325,1,2021-01-15 09:05:30.847,2,531,80,3,80,531,3,True
326,1,2021-01-15 09:05:31.862,2,531,80,3,80,531,3,True
327,1,2021-01-15 09:05:32.878,2,532,80,2,80,532,2,True
328,1,2021-01-15 09:05:33.893,2,532,80,2,80,532,2,True
329,1,2021-01-15 09:05:34.908,2,533,80,1,80,533,1,True
330,1,2021-01-15 09:05:35.924,2,533,80,1,80,533,1,True
331,1,2021-01-15 09:05:36.939,2,533,80,1,80,533,1,True
332,1,2021-01-15 09:05:37.955,2,533,80,1,80,533,1,True
333,1,2021-01-15 09:05:38.97,2,533,80,1,80,533,1,True
334,1,2021-01-15 09:05:39.985,2,533,80,1,80,533,1,True
335,1,2021-01-15 09:05:41.001,2,533,80,1,80,533,1,True
336,1,2021-01-15 09:05:42.016,2,533,80,1,80,533,1,True
337,1,2021-01-15 09:05:43.032,2,533,80,1,80,533,1,True
338,1,2021-01-15 09:05:44.047,2,533,80,1,80,533,1,True
339,1,2021-01-15 09:05:45.062,2,533,80,0,80,533,0,True
340,1,2021-01-15 09:05:46.064,2,533,80,0,80,533,0,True
341,1,2021-01-15 09:05:47.079,2,533,80,0,80,533,0,True
342,1,2021-01-15 09:05:48.094,2,533,80,0,80,533,0,True
343,1,2021-01-15 09:05:49.11,2,533,80,0,80,533,0,True
344,1,2021-01-15 09:05:50.125,2,533,80,0,80,533,0,True
345,1,2021-01-15 09:05:51.141,2,533,80,1,80,533,1,True
346,1,2021-01-15 09:05:52.156,2,533,80,2,80,533,2,True
347,1,2021-01-15 09:05:53.172,2,533,80,3,80,533,3,True
348,1,2021-01-15 09:05:54.187,2,533,80,4,80,533,4,True
349,1,2021-01-15 09:05:55.202,2,533,80,1,80,533,1,True
350,1,2021-01-15 09:05:56.218,2,533,80,1,80,533,1,True
351,1,2021-01-15 09:05:57.233,2,533,80,2,80,533,2,True
352,1,2021-01-15 09:05:58.249,2,533,80,4,80,533,4,True
353,1,2021-01-15 09:05:59.264,2,533,80,4,80,533,4,True
354,1,2021-01-15 09:06:00.265,2,533,80,2,80,533,2,True
355,1,2021-01-15 09:06:01.281,2,534,80,1,80,534,1,True
356,1,2021-01-15 09:06:02.296,2,534,80,1,80,534,1,True
357,1,2021-01-15 09:06:03.312,2,534,80,2,80,534,2,True
358,1,2021-01-15 09:06:04.327,2,534,80,2,80,534,2,True
359,1,2021-01-15 09:06:05.342,2,534,80,2,80,534,2,True
360,1,2021-01-15 09:06:06.357,2,534,80,1,80,534,1,True
361,1,2021-01-15 09:06:07.373,2,536,80,0,80,536,0,True
362,1,2021-01-15 09:06:08.388,2,536,80,0,80,536,0,True
363,1,2021-01-15 09:06:09.404,2,536,80,0,80,536,0,True
364,1,2021-01-15 09:06:10.419,2,536,80,0,80,536,0,True
365,1,2021-01-15 09:06:11.435,2,536,80,0,80,536,0,True
366,1,2021-01-15 09:06:12.45,2,536,80,0,80,536,0,True
367,1,2021-01-15 09:06:13.465,2,536,80,0,80,536,0,True
368,1,2021-01-15 09:06:14.481,2,536,80,0,80,536,0,True
369,1,2021-01-15 09:06:15.49,2,536,80,0,80,536,0,True
370,1,2021-01-15 09:06:16.505,2,536,80,0,80,536,0,True
371,1,2021-01-15 09:06:17.521,2,536,80,0,80,536,0,True
372,1,2021-01-15 09:06:18.536,2,536,80,0,80,536,0,True
373,1,2021-01-15 09:06:19.552,2,536,80,0,80,536,0,True
374,1,2021-01-15 09:06:20.567,2,536,80,0,80,536,0,True
375,1,2021-01-15 09:06:21.582,2,536,80,0,80,536,0,True
376,1,2021-01-15 09:06:22.598,2,536,80,0,80,536,0,True
377,1,2021-01-15 09:06:23.613,2,536,80,0,80,536,0,True
378,1,2021-01-15 09:06:24.628,2,536,80,0,80,536,0,True
379,1,2021-01-15 09:06:25.644,2,536,80,0,80,536,0,True
380,1,2021-01-15 09:06:26.659,2,536,80,0,80,536,0,True
381,1,2021-01-15 09:06:27.675,2,536,80,0,80,536,0,True
382,1,2021-01-15 09:06:28.69,2,536,80,0,80,536,0,True
383,1,2021-01-15 09:06:29.705,2,536,80,0,80,536,0,True
384,1,2021-01-15 09:06:30.707,2,536,80,0,80,536,0,True
385,1,2021-01-15 09:06:31.722,2,536,80,0,80,536,0,True
386,1,2021-01-15 09:06:32.737,2,536,80,0,80,536,0,True
387,1,2021-01-15 09:06:33.753,2,536,80,0,80,536,0,True
388,1,2021-01-15 09:06:34.768,2,536,80,0,80,536,0,True
389,1,2021-01-15 09:06:35.784,2,536,80,0,80,536,0,True
390,1,2021-01-15 09:06:36.799,2,536,80,0,80,536,0,True
391,1,2021-01-15 09:06:37.814,2,536,80,0,80,536,0,True
392,1,2021-01-15 09:06:38.83,2,536,80,0,80,536,0,True
393,1,2021-01-15 09:06:39.845,2,536,80,0,80,536,0,True
394,1,2021-01-15 09:06:40.861,2,536,80,1,80,536,1,True
395,1,2021-01-15 09:06:41.876,2,536,80,1,80,536,1,True
396,1,2021-01-15 09:06:42.891,2,536,80,2,80,536,2,True
397,1,2021-01-15 09:06:43.907,2,536,80,3,80,536,3,True
